2366,King Kong (1933),Action|Adventure|Fantasy|Horror,Carl Denham needs to finish his movie and has the perfect location; Skull Island. But he still needs to find a leading lady. This 'soon-to-be-unfortunate' soul is Ann Darrow. No one knows what they will encounter on this island and why it is so mysterious but once they reach it they will soon find out. Living on this hidden island is a giant gorilla and this beast now has Ann is its grasps. Carl and Ann's new love Jack Driscoll must travel through the jungle looking for Kong and Ann whilst avoiding all sorts of creatures and beasts. But Carl has another plan in mind.
2367,King Kong (1976),Adventure|Fantasy|Romance|Sci-Fi|Thriller,Carl Denham needs to finish his movie and has the perfect location; Skull Island. But he still needs to find a leading lady. This 'soon-to-be-unfortunate' soul is Ann Darrow. No one knows what they will encounter on this island and why it is so mysterious but once they reach it they will soon find out. Living on this hidden island is a giant gorilla and this beast now has Ann is its grasps. Carl and Ann's new love Jack Driscoll must travel through the jungle looking for Kong and Ann whilst avoiding all sorts of creatures and beasts. But Carl has another plan in mind.
2368,King Kong Lives (1986),Adventure|Sci-Fi,A giant ape King Kong which was shot and fell off the World Trade Center tower appears to be alive but is in coma for 10 years and desperately needs a blood transfusion in order to have an artificial heart implanted. Suddenly in the rainforest another gigantic ape is found - this time a female. She is brought to the USA and the heart is successfully implanted. But then King Kong having sensed the female ape breaks loose.
2369,Desperately Seeking Susan (1985),Comedy|Drama|Romance,Bored Roberta spots a regular personal ad in the paper titled 'Desperately Seeking Susan'. She heads off to New York following one of the ads and finds Susan. When Susan sells her jacket Roberta - trying to emulate her mystery ad writer - buys the jacket and wears it. Little does she know someon is looking for the jacket - and its owner...
2370,"Emerald Forest, The (1985)",Action|Adventure|Drama,After the son of engineer Bill Markham is abducted by an aboriginal tribe on the edge of the rain forest the engineer spends the next 10 years searching for him.
2371,Fletch (1985),Comedy|Crime|Mystery,Irwin M. "Fletch" Fletcher is a newspaper reporter being offered a large sum to off a cancerous millionaire but is on the run risking his job and finding clues when it's clear the man is healthy.
2372,Fletch Lives (1989),Comedy,Fletch is a reporter for a Los Angeles newspaper but he acts more like a detective. When an obscure relative leaves him a Louisiana mansion in his will Fletch is naturally curious. Arriving in Louisiana events occur that make him suspect that all is not well and there is more to the property than he has been led to believe.
2373,Red Sonja (1985),Action|Adventure|Fantasy,The tyrant Gedren seeks the total power in a world of barbarism. She attacks and kills the keepers of a powerful talisman just before it is destroyed. Gedren then uses the power of the talisman in her raid of the city Hablac. Red Sonja sister of the keeper sets out with her magic sword to overthrow Gedren. The talisman's master Kalidor follows to protect her. Of course they fall in love - however Red Sonja's power bases on the oath to never give herself to any man...
2374,Gung Ho (1986),Comedy|Drama,When a Japanese car company buys an American plant the American liaison must mediate the clash of work attitudes between the foreign management and native labor.
2375,"Money Pit, The (1986)",Comedy,A young couple struggles to repair a hopelessly dilapidated house.
2376,"View to a Kill, A (1985)",Action|Adventure|Thriller,James Bond has one more mission. Bond returns from his travels in the USSR with a computer chip. This chip is capable of withstanding a nuclear electromagnetic pulse that would otherwise destroy a normal chip. The chip was created by Zorin Industries and Bond heads off to investigate its owner Max Zorin. Zorin may only seem like a innocent guilty man but is really planning to set off an earthquake in San Andreas which will wipe out all of Silicon Valley. As well as Zorin Bond must also tackle May Day and equally menacing companion of Zorin whilst dragging Stacy Sutton along for the ride.
2377,Lifeforce (1985),Horror|Sci-Fi,The space shuttle Churchill is assigned to observe the Halley's Comet under the command of Col. Tom Carlsen. They see a strange form attached to the comet and Carlsen goes with a team to investigate. They find three humanoid life forms in caskets and they bring them to the Churchill. However Earth loses contact with the shuttle and the Space Research Center sends another spacecraft to search the Churchill. They find the crew dead and the shuttle burnt and one rescue pod missing. They bring the humanoids to Earth and soon Dr. Hans Fallada and his team discover that the Space Girl is a sort of vampire and drains the life force from people transforming them into zombies. When the authorities find that Col. Tom Carlsen has survived they summon him to explain what happened in the Churchill. Carlsen tells an incredible story about the three aliens and he teams up with Col. Colin Caine trying to save mankind from the evil vampires from the space.
2378,Police Academy (1984),Comedy|Crime,The year is 1984 and the mayoress has removed set personal criteria form the requirements to join the police force. No longer is sex weight height and orientation a factor. This now allows for an insurgence of people applying. The Police Academy series follows a select group of misfits in their quest to become police men and women. The first film of the series follows these misfits in their time at the Police Academy. The main focus is on a petty criminal called Mahoney. Mahoney is busted for criminal damage and as punishment is forced to go to Police Academy. Mahoney initially feels that this isn't the right place for him and he makes it his mission to be thrown out as he is not allowed to quit. As the classes go by and the training exercises are played out Mahoney soon realizes that he is actually enjoying the academy and does want to become a police officer. We are also introduced to the gun maniac Tackelberry the very tall Hightower voluptuous Callahan squeaky Hooks human beat box and sound effects master Jones and the ever confuzzled Commandant Lassard. This group become good friends and become the base for the rest of the series of films.
